"0","0","0","75","1","True","True","2006-03-18 06:14:27"
"1","0","500","76","1","True","True","2008-03-30 17:21:16"
"2","0","1000","88","2","True","True","2023-07-22 17:33:10"
"3","0","1500","96","1","False","True","2022-03-29 03:43:10"
"4","0","2000","17","2","True","False","2002-04-12 19:54:37"
"5","0","2500","91","5","True","True","2017-08-20 01:36:38"
"6","0","3000","97","4","True","True","1984-07-30 03:21:37"
"7","0","3500","25","2","True","False","1992-04-14 11:46:52"
"8","0","4000","1","2","False","True","1988-01-17 17:16:01"
"9","0","4500","38","1","True","True","1986-11-03 19:54:42"
"10","0","5000","19","2","False","True","1977-04-21 19:49:37"
"11","0","5500","43","3","False","True","1985-11-14 18:52:15"
"12","0","6000","86","5","True","True","1972-09-16 08:22:02"
"13","0","6500","1","2","True","True","1990-11-29 18:36:34"
"14","0","7000","84","2","True","False","1998-07-09 02:55:12"
"15","0","7500","83","1","False","False","2016-12-10 08:19:12"
"16","0","8000","82","4","True","False","1998-04-20 14:53:02"
"17","0","8500","45","3","True","False","2002-05-23 15:18:52"
"18","0","9500","13","3","True","False","1988-01-23 23:35:19"
"19","1","0","50","1","False","True","2008-08-31 00:18:44"
"20","1","500","24","3","True","True","2005-03-16 02:04:27"
"21","1","1500","58","2","False","False","2010-08-28 10:53:29"
"22","1","2500","71","5","False","False","1971-05-09 05:26:13"
"23","1","3000","54","2","True","True","2019-02-20 13:19:53"
"24","1","3500","10","5","True","True","2013-12-28 07:21:55"
"25","1","4000","83","4","True","True","1998-04-15 04:25:27"
"26","1","5000","85","2","True","False","1995-12-17 21:21:58"
"27","1","5500","90","5","True","True","2000-06-03 12:57:24"
"28","1","6500","30","3","True","True","1993-12-18 03:06:43"
"29","1","7000","99","1","True","True","2014-06-11 04:06:45"
"30","1","7500","27","3","False","True","1980-06-02 17:50:35"
"31","1","8000","35","2","False","True","1980-07-29 15:01:09"
"32","1","8500","80","2","True","False","1999-10-18 16:01:21"
"33","1","9000","68","4","True","False","2020-09-26 05:22:59"
"34","1","9500","57","1","False","False","1973-11-24 02:38:51"
"35","2","0","47","5","True","False","1988-11-15 15:48:54"
"36","2","500","74","4","True","False","2003-12-09 09:57:34"
"37","2","1000","24","2","True","True","1974-09-01 07:33:39"
"38","2","2000","14","2","False","True","1992-07-14 13:40:14"
"39","2","2500","67","2","True","False","1979-03-16 07:48:32"
"40","2","3000","52","2","False","True","2017-04-17 04:59:45"
"41","2","3500","5","1","True","True","2022-07-19 10:54:16"
"42","2","4000","31","1","True","False","1970-05-08 18:36:33"
"43","2","4500","32","4","False","False","1978-04-06 13:21:49"
"44","2","5000","81","4","True","True","1982-08-02 14:52:12"
"45","2","5500","73","5","False","True","1978-11-25 09:07:36"
"46","2","6000","96","3","False","False","2004-08-08 08:02:38"
"47","2","6500","40","3","False","False","2005-07-23 14:54:31"
"48","2","7000","93","5","False","False","2002-11-21 04:21:30"
"49","2","8000","99","1","False","False","1975-05-29 05:41:01"
"50","2","9000","91","3","False","True","1993-05-14 05:39:58"
"51","2","9500","5","3","True","False","1979-01-29 03:13:03"
"52","3","0","37","2","False","False","2017-04-16 17:54:56"
"53","3","1000","41","2","False","False","1987-02-16 19:00:28"
"54","3","1500","91","3","True","True","1992-08-04 06:52:48"
"55","3","2000","81","3","True","True","1972-01-25 12:20:59"
"56","3","2500","18","2","False","True","1985-03-15 01:01:28"
"57","3","3000","65","5","False","False","2014-12-28 11:09:25"
"58","3","3500","85","3","True","False","2001-04-09 03:19:07"
"59","3","4000","52","3","False","False","1976-01-08 20:03:15"
"60","3","5000","87","4","False","False","2022-08-27 20:54:27"
"61","3","5500","23","1","True","True","1983-09-06 17:32:50"
"62","3","6000","92","3","False","False","1972-09-27 04:27:52"
"63","3","6500","2","1","True","False","2017-10-07 03:38:36"
"64","3","7000","35","1","True","True","2022-04-29 17:02:53"
"65","3","7500","52","4","True","True","1975-09-06 06:53:42"
"66","3","8500","2","5","False","True","2017-09-10 05:06:06"
"67","3","9000","8","4","False","True","1985-07-25 13:55:49"
"68","3","9500","69","4","True","False","2002-12-16 06:59:28"
"69","4","0","70","3","False","False","2012-10-07 15:15:38"
"70","4","500","56","4","False","False","2001-07-07 18:20:13"
"71","4","1000","99","1","False","False","1977-05-03 13:23:40"
"72","4","1500","70","4","True","False","2014-01-14 04:45:18"
"73","4","2500","26","3","True","True","1970-04-21 02:56:52"
"74","4","3000","87","3","False","True","2023-04-28 07:10:45"
"75","4","3500","74","3","True","False","1977-03-01 15:55:54"
"76","4","4000","79","2","False","True","2018-02-15 11:54:50"
"77","4","4500","24","2","False","True","2021-01-11 11:44:54"
